Time,sm_surface
"Aug 20, 2023",0.105
"Aug 20, 2023",0.106
"Aug 20, 2023",0.105
"Aug 20, 2023",0.102
"Aug 20, 2023",0.099
"Aug 20, 2023",0.099
"Aug 20, 2023",0.103
"Aug 20, 2023",0.104
"Aug 21, 2023",0.104
"Aug 21, 2023",0.112
"Aug 21, 2023",0.112
"Aug 21, 2023",0.109
"Aug 21, 2023",0.106
"Aug 21, 2023",0.105
"Aug 21, 2023",0.105
"Aug 21, 2023",0.105
"Aug 22, 2023",0.106
"Aug 22, 2023",0.114
"Aug 22, 2023",0.115
"Aug 22, 2023",0.111
"Aug 22, 2023",0.108
"Aug 22, 2023",0.116
"Aug 22, 2023",0.116
"Aug 22, 2023",0.116
"Aug 23, 2023",0.117
"Aug 23, 2023",0.117
"Aug 23, 2023",0.117
"Aug 23, 2023",0.114
"Aug 23, 2023",0.11
"Aug 23, 2023",0.109
"Aug 23, 2023",0.109
"Aug 23, 2023",0.11
"Aug 24, 2023",0.111
"Aug 24, 2023",0.111
"Aug 24, 2023",0.111
"Aug 24, 2023",0.11
"Aug 24, 2023",0.107
"Aug 24, 2023",0.106
"Aug 24, 2023",0.107
"Aug 24, 2023",0.108
"Aug 25, 2023",0.108
"Aug 25, 2023",0.11
"Aug 25, 2023",0.11
"Aug 25, 2023",0.109
"Aug 25, 2023",0.105
"Aug 25, 2023",0.103
"Aug 25, 2023",0.103
"Aug 25, 2023",0.102
"Aug 26, 2023",0.102
"Aug 26, 2023",0.103
"Aug 26, 2023",0.103
"Aug 26, 2023",0.101
"Aug 26, 2023",0.098
"Aug 26, 2023",0.098
"Aug 26, 2023",0.098
"Aug 26, 2023",0.098
"Aug 27, 2023",0.099
"Aug 27, 2023",0.087
"Aug 27, 2023",0.088
"Aug 27, 2023",0.087
"Aug 27, 2023",0.086
"Aug 27, 2023",0.086
"Aug 27, 2023",0.087
"Aug 27, 2023",0.088
"Aug 28, 2023",0.089
"Aug 28, 2023",0.09
"Aug 28, 2023",0.091
"Aug 28, 2023",0.09
"Aug 28, 2023",0.088
"Aug 28, 2023",0.088
"Aug 28, 2023",0.086
"Aug 28, 2023",0.087
"Aug 29, 2023",0.088
"Aug 29, 2023",0.093
"Aug 29, 2023",0.094
"Aug 29, 2023",0.093
"Aug 29, 2023",0.091
"Aug 29, 2023",0.091
"Aug 29, 2023",0.091
"Aug 29, 2023",0.092
"Aug 30, 2023",0.093
"Aug 30, 2023",0.103
"Aug 30, 2023",0.103
"Aug 30, 2023",0.101
"Aug 30, 2023",0.099
"Aug 30, 2023",0.104
"Aug 30, 2023",0.104
"Aug 30, 2023",0.105
"Aug 31, 2023",0.106
"Aug 31, 2023",0.107
"Aug 31, 2023",0.106
"Aug 31, 2023",0.104
"Aug 31, 2023",0.101
"Aug 31, 2023",0.1
"Aug 31, 2023",0.094
"Aug 31, 2023",0.095
"Sep 1, 2023",0.096
"Sep 1, 2023",0.1
"Sep 1, 2023",0.101
"Sep 1, 2023",0.099
"Sep 1, 2023",0.096
"Sep 1, 2023",0.095
"Sep 1, 2023",0.096
"Sep 1, 2023",0.097
"Sep 2, 2023",0.098
"Sep 2, 2023",0.098
"Sep 2, 2023",0.098
"Sep 2, 2023",0.095
"Sep 2, 2023",0.092
"Sep 2, 2023",0.102
"Sep 2, 2023",0.102
"Sep 2, 2023",0.103
"Sep 3, 2023",0.107
"Sep 3, 2023",0.108
"Sep 3, 2023",0.108
"Sep 3, 2023",0.106
"Sep 3, 2023",0.103
"Sep 3, 2023",0.101
"Sep 3, 2023",0.101
"Sep 3, 2023",0.102
"Sep 4, 2023",0.103
"Sep 4, 2023",0.107
"Sep 4, 2023",0.107
"Sep 4, 2023",0.104
"Sep 4, 2023",0.1
"Sep 4, 2023",0.099
"Sep 4, 2023",0.1
"Sep 4, 2023",0.1
"Sep 5, 2023",0.101
"Sep 5, 2023",0.102
"Sep 5, 2023",0.101
"Sep 5, 2023",0.098
"Sep 5, 2023",0.095
"Sep 5, 2023",0.093
"Sep 5, 2023",0.091
"Sep 5, 2023",0.092
"Sep 6, 2023",0.092
"Sep 6, 2023",0.094
"Sep 6, 2023",0.094
"Sep 6, 2023",0.091
"Sep 6, 2023",0.089
"Sep 6, 2023",0.088
"Sep 6, 2023",0.088
"Sep 6, 2023",0.089
"Sep 7, 2023",0.089
"Sep 7, 2023",0.087
"Sep 7, 2023",0.087
"Sep 7, 2023",0.085
"Sep 7, 2023",0.083
"Sep 7, 2023",0.085
"Sep 7, 2023",0.085
"Sep 7, 2023",0.086
"Sep 8, 2023",0.087
"Sep 8, 2023",0.088
"Sep 8, 2023",0.088
"Sep 8, 2023",0.086
"Sep 8, 2023",0.084
"Sep 8, 2023",0.084
"Sep 8, 2023",0.081
"Sep 8, 2023",0.083
"Sep 9, 2023",0.084
"Sep 9, 2023",0.09
"Sep 9, 2023",0.09
"Sep 9, 2023",0.087
"Sep 9, 2023",0.084
"Sep 9, 2023",0.083
"Sep 9, 2023",0.083
"Sep 9, 2023",0.084
"Sep 10, 2023",0.085
"Sep 10, 2023",0.085
"Sep 10, 2023",0.085
"Sep 10, 2023",0.083
"Sep 10, 2023",0.08
"Sep 10, 2023",0.086
"Sep 10, 2023",0.087
"Sep 10, 2023",0.088
"Sep 11, 2023",0.089
"Sep 11, 2023",0.091
"Sep 11, 2023",0.092
"Sep 11, 2023",0.09
"Sep 11, 2023",0.089
"Sep 11, 2023",0.088
"Sep 11, 2023",0.089
"Sep 11, 2023",0.09
"Sep 12, 2023",0.091
"Sep 12, 2023",0.07
"Sep 12, 2023",0.071
"Sep 12, 2023",0.071
"Sep 12, 2023",0.071
"Sep 12, 2023",0.071
"Sep 12, 2023",0.072
"Sep 12, 2023",0.074
"Sep 13, 2023",0.076
"Sep 13, 2023",0.078
"Sep 13, 2023",0.079
"Sep 13, 2023",0.08
"Sep 13, 2023",0.08
"Sep 13, 2023",0.08
"Sep 13, 2023",0.063
"Sep 13, 2023",0.065
"Sep 14, 2023",0.066
"Sep 14, 2023",0.067
"Sep 14, 2023",0.068
"Sep 14, 2023",0.068
"Sep 14, 2023",0.068
"Sep 14, 2023",0.069
"Sep 14, 2023",0.071
"Sep 14, 2023",0.072
"Sep 15, 2023",0.073
"Sep 15, 2023",0.076
"Sep 15, 2023",0.077
"Sep 15, 2023",0.075
"Sep 15, 2023",0.074
"Sep 15, 2023",0.076
"Sep 15, 2023",0.076
"Sep 15, 2023",0.076
"Sep 16, 2023",0.076
"Sep 16, 2023",0.076
"Sep 16, 2023",0.076
"Sep 16, 2023",0.075
"Sep 16, 2023",0.075
"Sep 16, 2023",0.076
"Sep 16, 2023",0.068
"Sep 16, 2023",0.069
"Sep 17, 2023",0.07
"Sep 17, 2023",0.073
"Sep 17, 2023",0.073
"Sep 17, 2023",0.072
"Sep 17, 2023",0.072
"Sep 17, 2023",0.073
"Sep 17, 2023",0.075
"Sep 17, 2023",0.076
"Sep 18, 2023",0.077
"Sep 18, 2023",0.078
"Sep 18, 2023",0.079
"Sep 18, 2023",0.079
"Sep 18, 2023",0.077
"Sep 18, 2023",0.071
"Sep 18, 2023",0.072
"Sep 18, 2023",0.074
"Sep 19, 2023",0.076
"Sep 19, 2023",0.077
"Sep 19, 2023",0.078
"Sep 19, 2023",0.077
"Sep 19, 2023",0.076
"Sep 19, 2023",0.077
"Sep 19, 2023",0.079
"Sep 19, 2023",0.081
"Sep 20, 2023",0.082
"Sep 20, 2023",0.084
"Sep 20, 2023",0.085
"Sep 20, 2023",0.083
"Sep 20, 2023",0.08
"Sep 20, 2023",0.08
"Sep 20, 2023",0.08
"Sep 20, 2023",0.081
"Sep 21, 2023",0.082
"Sep 21, 2023",0.083
"Sep 21, 2023",0.083
"Sep 21, 2023",0.08
"Sep 21, 2023",0.078
"Sep 21, 2023",0.076
"Sep 21, 2023",0.075
"Sep 21, 2023",0.076
"Sep 22, 2023",0.077
"Sep 22, 2023",0.078
"Sep 22, 2023",0.079
"Sep 22, 2023",0.077
"Sep 22, 2023",0.075
"Sep 22, 2023",0.075
"Sep 22, 2023",0.076
"Sep 22, 2023",0.077
"Sep 23, 2023",0.084
"Sep 23, 2023",0.084
"Sep 23, 2023",0.085
"Sep 23, 2023",0.086
"Sep 23, 2023",0.092
"Sep 23, 2023",0.063
"Sep 23, 2023",0.065
"Sep 23, 2023",0.07
"Sep 24, 2023",0.072
"Sep 24, 2023",0.073
"Sep 24, 2023",0.074
"Sep 24, 2023",0.074
"Sep 24, 2023",0.073
"Sep 24, 2023",0.078
"Sep 24, 2023",0.073
"Sep 24, 2023",0.076
"Sep 25, 2023",0.1
"Sep 25, 2023",0.111
"Sep 25, 2023",0.112
"Sep 25, 2023",0.112
"Sep 25, 2023",0.112
"Sep 25, 2023",0.112
"Sep 25, 2023",0.113
"Sep 25, 2023",0.114
"Sep 26, 2023",0.114
"Sep 26, 2023",0.115
"Sep 26, 2023",0.115
"Sep 26, 2023",0.112
"Sep 26, 2023",0.108
"Sep 26, 2023",0.093
"Sep 26, 2023",0.093
"Sep 26, 2023",0.094
"Sep 27, 2023",0.095
"Sep 27, 2023",0.095
"Sep 27, 2023",0.095
"Sep 27, 2023",0.095
"Sep 27, 2023",0.094
"Sep 27, 2023",0.094
"Sep 27, 2023",0.095
"Sep 27, 2023",0.095
"Sep 28, 2023",0.095
"Sep 28, 2023",0.088
"Sep 28, 2023",0.088
"Sep 28, 2023",0.087
"Sep 28, 2023",0.085
"Sep 28, 2023",0.085
"Sep 28, 2023",0.085
"Sep 28, 2023",0.086
"Sep 29, 2023",0.087
"Sep 29, 2023",0.088
"Sep 29, 2023",0.088
"Sep 29, 2023",0.085
"Sep 29, 2023",0.082
"Sep 29, 2023",0.081
"Sep 29, 2023",0.082
"Sep 29, 2023",0.083
"Sep 30, 2023",0.085
"Sep 30, 2023",0.076
"Sep 30, 2023",0.077
"Sep 30, 2023",0.075
"Sep 30, 2023",0.073
"Sep 30, 2023",0.072
"Sep 30, 2023",0.072
"Sep 30, 2023",0.072
"Oct 1, 2023",0.073
"Oct 1, 2023",0.068
"Oct 1, 2023",0.069
"Oct 1, 2023",0.068
"Oct 1, 2023",0.067
"Oct 1, 2023",0.067
"Oct 1, 2023",0.068
"Oct 1, 2023",0.069
"Oct 2, 2023",0.07
"Oct 2, 2023",0.071
"Oct 2, 2023",0.072
"Oct 2, 2023",0.072
"Oct 2, 2023",0.07
"Oct 2, 2023",0.071
"Oct 2, 2023",0.047
"Oct 2, 2023",0.048
"Oct 3, 2023",0.049
"Oct 3, 2023",0.048
"Oct 3, 2023",0.049
"Oct 3, 2023",0.049
"Oct 3, 2023",0.049
"Oct 3, 2023",0.05
"Oct 3, 2023",0.052
"Oct 3, 2023",0.055
"Oct 4, 2023",0.056
"Oct 4, 2023",0.058
"Oct 4, 2023",0.059
"Oct 4, 2023",0.058
"Oct 4, 2023",0.056
"Oct 4, 2023",0.064
"Oct 4, 2023",0.064
"Oct 4, 2023",0.065
"Oct 5, 2023",0.067
"Oct 5, 2023",0.069
"Oct 5, 2023",0.069
"Oct 5, 2023",0.067
"Oct 5, 2023",0.065
"Oct 5, 2023",0.065
"Oct 5, 2023",0.066
"Oct 5, 2023",0.067
"Oct 6, 2023",0.068
"Oct 6, 2023",0.063
"Oct 6, 2023",0.063
"Oct 6, 2023",0.062
"Oct 6, 2023",0.06
"Oct 6, 2023",0.061
"Oct 6, 2023",0.062
"Oct 6, 2023",0.064
"Oct 7, 2023",0.065
"Oct 7, 2023",0.066
"Oct 7, 2023",0.067
"Oct 7, 2023",0.065
"Oct 7, 2023",0.062
"Oct 7, 2023",0.062
"Oct 7, 2023",0.05
"Oct 7, 2023",0.051
"Oct 8, 2023",0.052
"Oct 8, 2023",0.05
"Oct 8, 2023",0.051
"Oct 8, 2023",0.051
"Oct 8, 2023",0.051
"Oct 8, 2023",0.052
"Oct 8, 2023",0.054
"Oct 8, 2023",0.055
"Oct 9, 2023",0.056
"Oct 9, 2023",0.05
"Oct 9, 2023",0.051
"Oct 9, 2023",0.05
"Oct 9, 2023",0.05
"Oct 9, 2023",0.047
"Oct 9, 2023",0.05
"Oct 9, 2023",0.052
"Oct 10, 2023",0.054
"Oct 10, 2023",0.055
"Oct 10, 2023",0.056
"Oct 10, 2023",0.056
"Oct 10, 2023",0.056
"Oct 10, 2023",0.058
"Oct 10, 2023",0.074
"Oct 10, 2023",0.076
"Oct 11, 2023",0.077
"Oct 11, 2023",0.081
"Oct 11, 2023",0.081
"Oct 11, 2023",0.079
"Oct 11, 2023",0.077
"Oct 11, 2023",0.076
"Oct 11, 2023",0.078
"Oct 11, 2023",0.081
"Oct 12, 2023",0.098
"Oct 12, 2023",0.115
"Oct 12, 2023",0.161
"Oct 12, 2023",0.192
"Oct 12, 2023",0.174
"Oct 12, 2023",0.2
"Oct 12, 2023",0.199
"Oct 12, 2023",0.201
"Oct 13, 2023",0.187
"Oct 13, 2023",0.179
"Oct 13, 2023",0.169
"Oct 13, 2023",0.156
"Oct 13, 2023",0.145
"Oct 13, 2023",0.139
"Oct 13, 2023",0.136
"Oct 13, 2023",0.135
"Oct 14, 2023",0.134
"Oct 14, 2023",0.2
"Oct 14, 2023",0.181
"Oct 14, 2023",0.164
"Oct 14, 2023",0.151
"Oct 14, 2023",0.144
"Oct 14, 2023",0.142
"Oct 14, 2023",0.14
"Oct 15, 2023",0.139
"Oct 15, 2023",0.138
"Oct 15, 2023",0.135
"Oct 15, 2023",0.13
"Oct 15, 2023",0.126
"Oct 15, 2023",0.129
"Oct 15, 2023",0.216
"Oct 15, 2023",0.198
"Oct 16, 2023",0.191
"Oct 16, 2023",0.211
"Oct 16, 2023",0.202
"Oct 16, 2023",0.188
"Oct 16, 2023",0.179
"Oct 16, 2023",0.175
"Oct 16, 2023",0.173
"Oct 16, 2023",0.17
"Oct 17, 2023",0.169
"Oct 17, 2023",0.187
"Oct 17, 2023",0.179
"Oct 17, 2023",0.168
"Oct 17, 2023",0.159
"Oct 17, 2023",0.189
"Oct 17, 2023",0.182
"Oct 17, 2023",0.178
"Oct 18, 2023",0.176
"Oct 18, 2023",0.173
"Oct 18, 2023",0.167
"Oct 18, 2023",0.156
"Oct 18, 2023",0.145
"Oct 18, 2023",0.14
"Oct 18, 2023",0.162
"Oct 18, 2023",0.161
"Oct 19, 2023",0.16
"Oct 19, 2023",0.162
"Oct 19, 2023",0.157
"Oct 19, 2023",0.146
"Oct 19, 2023",0.136
"Oct 19, 2023",0.132
"Oct 19, 2023",0.131
"Oct 19, 2023",0.131
"Oct 20, 2023",0.131
"Oct 20, 2023",0.132
"Oct 20, 2023",0.129
"Oct 20, 2023",0.122
"Oct 20, 2023",0.115
"Oct 20, 2023",0.125
"Oct 20, 2023",0.124
"Oct 20, 2023",0.123
"Oct 21, 2023",0.123
"Oct 21, 2023",0.123
"Oct 21, 2023",0.12
"Oct 21, 2023",0.114
"Oct 21, 2023",0.109
"Oct 21, 2023",0.113
"Oct 21, 2023",0.132
"Oct 21, 2023",0.164
"Oct 22, 2023",0.187
"Oct 22, 2023",0.188
"Oct 22, 2023",0.176
"Oct 22, 2023",0.164
"Oct 22, 2023",0.154
"Oct 22, 2023",0.15
"Oct 22, 2023",0.148
"Oct 22, 2023",0.148
"Oct 23, 2023",0.147
"Oct 23, 2023",0.147
"Oct 23, 2023",0.144
"Oct 23, 2023",0.135
"Oct 23, 2023",0.128
"Oct 23, 2023",0.124
"Oct 23, 2023",0.114
"Oct 23, 2023",0.114
"Oct 24, 2023",0.115
"Oct 24, 2023",0.112
"Oct 24, 2023",0.11
"Oct 24, 2023",0.104
"Oct 24, 2023",0.098
"Oct 24, 2023",0.095
"Oct 24, 2023",0.094
"Oct 24, 2023",0.094
"Oct 25, 2023",0.095
"Oct 25, 2023",0.082
"Oct 25, 2023",0.082
"Oct 25, 2023",0.079
"Oct 25, 2023",0.077
"Oct 25, 2023",0.075
"Oct 25, 2023",0.075
"Oct 25, 2023",0.076
"Oct 26, 2023",0.078
"Oct 26, 2023",0.079
"Oct 26, 2023",0.078
"Oct 26, 2023",0.076
"Oct 26, 2023",0.073
"Oct 26, 2023",0.073
"Oct 26, 2023",0.06
"Oct 26, 2023",0.061
"Oct 27, 2023",0.063
"Oct 27, 2023",0.066
"Oct 27, 2023",0.066
"Oct 27, 2023",0.064
"Oct 27, 2023",0.063
"Oct 27, 2023",0.063
"Oct 27, 2023",0.065
"Oct 27, 2023",0.069
"Oct 28, 2023",0.071
"Oct 28, 2023",0.072
"Oct 28, 2023",0.073
"Oct 28, 2023",0.072
"Oct 28, 2023",0.071
"Oct 28, 2023",0.055
"Oct 28, 2023",0.058
"Oct 28, 2023",0.061
"Oct 29, 2023",0.063
"Oct 29, 2023",0.065
"Oct 29, 2023",0.066
"Oct 29, 2023",0.066
"Oct 29, 2023",0.067
"Oct 29, 2023",0.068
"Oct 29, 2023",0.07
"Oct 29, 2023",0.072
"Oct 30, 2023",0.074
"Oct 30, 2023",0.077
"Oct 30, 2023",0.082
"Oct 30, 2023",0.086
"Oct 30, 2023",0.089
"Oct 30, 2023",0.096
"Oct 30, 2023",0.099
"Oct 30, 2023",0.107
"Oct 31, 2023",0.11
"Oct 31, 2023",0.112
"Oct 31, 2023",0.113
"Oct 31, 2023",0.113
"Oct 31, 2023",0.112
"Oct 31, 2023",0.111
"Oct 31, 2023",0.146
"Oct 31, 2023",0.143
"Nov 1, 2023",0.141
"Nov 1, 2023",0.153
"Nov 1, 2023",0.147
"Nov 1, 2023",0.139
"Nov 1, 2023",0.133
"Nov 1, 2023",0.13
"Nov 1, 2023",0.13
"Nov 1, 2023",0.13
"Nov 2, 2023",0.132
"Nov 2, 2023",0.153
"Nov 2, 2023",0.149
"Nov 2, 2023",0.139
"Nov 2, 2023",0.131
"Nov 2, 2023",0.15
"Nov 2, 2023",0.148
"Nov 2, 2023",0.146
"Nov 3, 2023",0.145
"Nov 3, 2023",0.144
"Nov 3, 2023",0.14
"Nov 3, 2023",0.133
"Nov 3, 2023",0.127
"Nov 3, 2023",0.125
"Nov 3, 2023",0.121
"Nov 3, 2023",0.125
"Nov 4, 2023",0.174
"Nov 4, 2023",0.16
"Nov 4, 2023",0.168
"Nov 4, 2023",0.169
"Nov 4, 2023",0.158
"Nov 4, 2023",0.153
"Nov 4, 2023",0.151
"Nov 4, 2023",0.151
"Nov 5, 2023",0.153
"Nov 5, 2023",0.152
"Nov 5, 2023",0.147
"Nov 5, 2023",0.138
"Nov 5, 2023",0.129
"Nov 5, 2023",0.129
"Nov 5, 2023",0.143
"Nov 5, 2023",0.162
"Nov 6, 2023",0.167
"Nov 6, 2023",0.164
"Nov 6, 2023",0.155
"Nov 6, 2023",0.144
"Nov 6, 2023",0.135
"Nov 6, 2023",0.133
"Nov 6, 2023",0.134
"Nov 6, 2023",0.134
"Nov 7, 2023",0.144
"Nov 7, 2023",0.203
"Nov 7, 2023",0.205
"Nov 7, 2023",0.194
"Nov 7, 2023",0.182
"Nov 7, 2023",0.175
"Nov 7, 2023",0.172
"Nov 7, 2023",0.17
"Nov 8, 2023",0.168
"Nov 8, 2023",0.165
"Nov 8, 2023",0.16
"Nov 8, 2023",0.15
"Nov 8, 2023",0.141
"Nov 8, 2023",0.136
"Nov 8, 2023",0.167
"Nov 8, 2023",0.164
"Nov 9, 2023",0.162
"Nov 9, 2023",0.165
"Nov 9, 2023",0.158
"Nov 9, 2023",0.145
"Nov 9, 2023",0.135
"Nov 9, 2023",0.13
"Nov 9, 2023",0.128
"Nov 9, 2023",0.129
"Nov 10, 2023",0.129
"Nov 10, 2023",0.126
"Nov 10, 2023",0.125
"Nov 10, 2023",0.118
"Nov 10, 2023",0.111
"Nov 10, 2023",0.107
"Nov 10, 2023",0.108
"Nov 10, 2023",0.108
"Nov 11, 2023",0.109
"Nov 11, 2023",0.11
"Nov 11, 2023",0.108
"Nov 11, 2023",0.103
"Nov 11, 2023",0.097
"Nov 11, 2023",0.107
"Nov 11, 2023",0.125
"Nov 11, 2023",0.186
"Nov 12, 2023",0.206
"Nov 12, 2023",0.204
"Nov 12, 2023",0.18
"Nov 12, 2023",0.159
"Nov 12, 2023",0.144
"Nov 12, 2023",0.136
"Nov 12, 2023",0.134
"Nov 12, 2023",0.134
"Nov 13, 2023",0.134
"Nov 13, 2023",0.134
"Nov 13, 2023",0.132
"Nov 13, 2023",0.126
"Nov 13, 2023",0.119
"Nov 13, 2023",0.107
"Nov 13, 2023",0.107
"Nov 13, 2023",0.107
"Nov 14, 2023",0.108
"Nov 14, 2023",0.108
"Nov 14, 2023",0.107
"Nov 14, 2023",0.106
"Nov 14, 2023",0.103
"Nov 14, 2023",0.102
"Nov 14, 2023",0.102
"Nov 14, 2023",0.103
"Nov 15, 2023",0.104
"Nov 15, 2023",0.074
"Nov 15, 2023",0.076
"Nov 15, 2023",0.075
"Nov 15, 2023",0.073
"Nov 15, 2023",0.074
"Nov 15, 2023",0.075
"Nov 15, 2023",0.076
"Nov 16, 2023",0.082
"Nov 16, 2023",0.085
"Nov 16, 2023",0.085
"Nov 16, 2023",0.09
"Nov 16, 2023",0.096
"Nov 16, 2023",0.115
"Nov 16, 2023",0.174
"Nov 16, 2023",0.173
"Nov 17, 2023",0.173
"Nov 17, 2023",0.172
"Nov 17, 2023",0.163
"Nov 17, 2023",0.159
"Nov 17, 2023",0.159
"Nov 17, 2023",0.16
"Nov 17, 2023",0.17
"Nov 17, 2023",0.179
"Nov 18, 2023",0.178
"Nov 18, 2023",0.198
"Nov 18, 2023",0.18
"Nov 18, 2023",0.163
"Nov 18, 2023",0.149
"Nov 18, 2023",0.15
"Nov 18, 2023",0.148
"Nov 18, 2023",0.147
"Nov 19, 2023",0.147
"Nov 19, 2023",0.147
"Nov 19, 2023",0.142
"Nov 19, 2023",0.134
"Nov 19, 2023",0.126
"Nov 19, 2023",0.137
"Nov 19, 2023",0.125
"Nov 19, 2023",0.145
"Nov 20, 2023",0.153
"Nov 20, 2023",0.142
"Nov 20, 2023",0.138
"Nov 20, 2023",0.128
"Nov 20, 2023",0.12
"Nov 20, 2023",0.126
"Nov 20, 2023",0.155
"Nov 20, 2023",0.19
"Nov 21, 2023",0.195
"Nov 21, 2023",0.183
"Nov 21, 2023",0.171
"Nov 21, 2023",0.156
"Nov 21, 2023",0.145
"Nov 21, 2023",0.143
"Nov 21, 2023",0.143
"Nov 21, 2023",0.144
"Nov 22, 2023",0.144
"Nov 22, 2023",0.144
"Nov 22, 2023",0.139
"Nov 22, 2023",0.128
"Nov 22, 2023",0.119
"Nov 22, 2023",0.114
"Nov 22, 2023",0.113
"Nov 22, 2023",0.112
"Nov 23, 2023",0.112
"Nov 23, 2023",0.094
"Nov 23, 2023",0.092
"Nov 23, 2023",0.087
"Nov 23, 2023",0.082
"Nov 23, 2023",0.091
"Nov 23, 2023",0.101
"Nov 23, 2023",0.126
"Nov 24, 2023",0.16
"Nov 24, 2023",0.19
"Nov 24, 2023",0.172
"Nov 24, 2023",0.152
"Nov 24, 2023",0.137
"Nov 24, 2023",0.13
"Nov 24, 2023",0.107
"Nov 24, 2023",0.108
"Nov 25, 2023",0.109
"Nov 25, 2023",0.098
"Nov 25, 2023",0.098
"Nov 25, 2023",0.095
"Nov 25, 2023",0.092
"Nov 25, 2023",0.092
"Nov 25, 2023",0.093
"Nov 25, 2023",0.094
"Nov 26, 2023",0.095
"Nov 26, 2023",0.074
"Nov 26, 2023",0.074
"Nov 26, 2023",0.072
"Nov 26, 2023",0.069
"Nov 26, 2023",0.053
"Nov 26, 2023",0.054
"Nov 26, 2023",0.056
"Nov 27, 2023",0.057
"Nov 27, 2023",0.059
"Nov 27, 2023",0.059
"Nov 27, 2023",0.058
"Nov 27, 2023",0.056
"Nov 27, 2023",0.056
"Nov 27, 2023",0.041
"Nov 27, 2023",0.043
"Nov 28, 2023",0.044
"Nov 28, 2023",0.042
"Nov 28, 2023",0.044
"Nov 28, 2023",0.045
"Nov 28, 2023",0.046
"Nov 28, 2023",0.047
"Nov 28, 2023",0.049
"Nov 28, 2023",0.051
"Nov 29, 2023",0.052
"Nov 29, 2023",0.053
"Nov 29, 2023",0.054
"Nov 29, 2023",0.054
"Nov 29, 2023",0.053
"Nov 29, 2023",0.034
"Nov 29, 2023",0.036
"Nov 29, 2023",0.038
"Nov 30, 2023",0.04
"Nov 30, 2023",0.042
"Nov 30, 2023",0.044
"Nov 30, 2023",0.045
"Nov 30, 2023",0.045
"Nov 30, 2023",0.047
"Nov 30, 2023",0.049
"Nov 30, 2023",0.051
"Dec 1, 2023",0.053
"Dec 1, 2023",0.037
"Dec 1, 2023",0.04
"Dec 1, 2023",0.041
"Dec 1, 2023",0.042
"Dec 1, 2023",0.043
"Dec 1, 2023",0.044
"Dec 1, 2023",0.046
"Dec 2, 2023",0.048
"Dec 2, 2023",0.049
"Dec 2, 2023",0.05
"Dec 2, 2023",0.05
"Dec 2, 2023",0.051
"Dec 2, 2023",0.052
"Dec 2, 2023",0.031
"Dec 2, 2023",0.033
"Dec 3, 2023",0.036
"Dec 3, 2023",0.036
"Dec 3, 2023",0.038
"Dec 3, 2023",0.039
"Dec 3, 2023",0.04
"Dec 3, 2023",0.042
"Dec 3, 2023",0.045
"Dec 3, 2023",0.048
"Dec 4, 2023",0.051
"Dec 4, 2023",0.032
"Dec 4, 2023",0.034
"Dec 4, 2023",0.035
"Dec 4, 2023",0.036
"Dec 4, 2023",0.031
"Dec 4, 2023",0.034
"Dec 4, 2023",0.036
"Dec 5, 2023",0.039
"Dec 5, 2023",0.041
"Dec 5, 2023",0.043
"Dec 5, 2023",0.043
"Dec 5, 2023",0.043
"Dec 5, 2023",0.044
"Dec 5, 2023",0.032
"Dec 5, 2023",0.035
"Dec 6, 2023",0.037
"Dec 6, 2023",0.033
"Dec 6, 2023",0.036
"Dec 6, 2023",0.047
"Dec 6, 2023",0.056
"Dec 6, 2023",0.06
"Dec 6, 2023",0.068
"Dec 6, 2023",0.112
"Dec 7, 2023",0.125
"Dec 7, 2023",0.164
"Dec 7, 2023",0.161
"Dec 7, 2023",0.148
"Dec 7, 2023",0.138
"Dec 7, 2023",0.206
"Dec 7, 2023",0.208
"Dec 7, 2023",0.201
"Dec 8, 2023",0.189
"Dec 8, 2023",0.182
"Dec 8, 2023",0.173
"Dec 8, 2023",0.158
"Dec 8, 2023",0.144
"Dec 8, 2023",0.136
"Dec 8, 2023",0.133
"Dec 8, 2023",0.132
"Dec 9, 2023",0.131
"Dec 9, 2023",0.166
"Dec 9, 2023",0.159
"Dec 9, 2023",0.144
"Dec 9, 2023",0.13
"Dec 9, 2023",0.123
"Dec 9, 2023",0.121
"Dec 9, 2023",0.12
